BASEL_cloud_cover,BASEL_humidity,BASEL_pressure,BASEL_global_radiation,BASEL_precipitation,BASEL_sunshine,BASEL_temp_mean,BASEL_temp_min,BASEL_temp_max
8,0.92,1.018,0.2,0.0,0.0,2.4,1.6,3.4
7,0.83,1.018,0.24,0.27,0.1,1.5,-1.3,4.8
8,0.82,1.018,0.2,0.16,0.0,-0.3,-1.6,0.7
8,0.91,1.018,0.2,0.0,0.0,-0.6,-1.6,0.1
1,0.49,1.018,0.74,0.0,7.2,-4.2,-5.1,-2.3
5,0.76,1.018,0.26,0.3,0.2,-7.9,-10.7,-4.2
8,0.88,1.018,0.18,0.36,0.0,-2.7,-6.3,-0.4
8,0.84,1.018,0.18,0.09,0.0,-0.4,-5.4,1.2
8,0.75,1.018,0.18,0.13,0.0,1.4,-1.1,6.1
7,0.76,1.018,0.25,0.42,0.2,3.6,2.5,5.3
7,0.77,1.018,0.46,0.08,2.3,-1.9,-3.2,0.0
4,0.85,1.018,0.59,0.0,4.6,-5.1,-6.3,-2.8
0,0.79,1.018,0.71,0.0,7.2,-7.2,-11.0,-3.5
3,0.8,1.018,0.48,0.0,2.8,-3.9,-8.4,-0.5
3,0.76,1.018,0.46,0.0,2.5,-1.3,-4.5,2.8
4,0.7,1.018,0.64,0.0,5.8,-0.3,-3.6,3.5
7,0.7,1.018,0.32,0.06,0.8,0.5,-3.5,6.0
8,0.92,1.018,0.26,0.01,0.3,5.4,2.2,13.7
7,0.71,1.018,0.17,0.99,0.0,8.3,4.6,11.7
6,0.85,1.018,0.24,0.0,0.2,3.1,1.0,6.2
3,0.86,1.018,0.6,0.01,5.0,1.8,0.4,4.3
7,0.83,1.018,0.35,0.09,1.1,1.9,-1.6,5.2
2,0.87,1.018,0.58,0.0,4.6,0.8,-0.3,3.1
6,0.78,1.018,0.17,0.21,0.0,1.8,-2.0,5.9
8,0.88,1.018,0.29,0.15,0.5,3.7,2.9,5.7
7,0.8,1.018,0.32,0.01,0.8,3.4,2.6,5.4
8,0.89,1.018,0.24,0.1,0.2,5.4,2.7,7.7
7,0.84,1.018,0.46,0.0,2.5,7.7,6.0,9.7
7,0.84,1.018,0.22,0.04,0.1,5.2,2.9,8.3
6,0.82,1.018,0.18,0.03,0.0,3.2,1.7,4.7
5,0.72,1.018,0.56,0.0,4.2,0.7,-1.3,2.5
7,0.9,1.018,0.5,0.0,3.1,-1.4,-2.4,0.1
1,0.81,1.018,0.69,0.0,6.8,-2.7,-5.7,-0.1
7,0.81,1.018,0.46,0.0,2.4,-2.5,-4.9,0.1
0,0.85,1.018,0.69,0.0,6.7,-2.0,-5.0,4.4
7,0.77,1.0297,0.31,0.0,0.8,3.3,-0.7,6.0
8,0.78,1.0274,0.13,0.07,0.0,3.6,1.5,6.1
8,0.73,1.0147,0.12,1.03,0.0,7.2,5.1,9.6
8,0.86,1.0103,0.24,1.41,0.5,2.9,-0.7,5.8
6,0.73,1.0233,0.42,0.02,1.6,1.0,0.0,2.7
8,0.86,1.0189,0.14,0.34,0.0,0.9,-0.7,2.9
8,0.86,1.0312,0.34,0.27,0.5,-1.6,-5.5,-0.3
0,0.81,1.0405,0.67,0.0,7.2,-5.9,-8.7,-2.3
7,0.7,1.0333,0.41,0.0,0.0,-3.0,-5.4,-1.0
8,0.89,1.0174,0.21,0.6,0.0,-0.8,-2.1,0.4
8,0.93,1.0233,0.17,0.05,0.0,0.4,-0.3,0.9
7,0.9,1.0182,0.36,0.03,0.7,-1.0,-2.2,-0.3
6,0.86,1.0159,0.36,0.01,1.1,-1.1,-4.2,0.5
7,0.81,1.0161,0.44,0.74,2.0,-1.6,-6.5,4.0
7,0.82,0.9989,0.56,0.52,4.1,2.1,-0.7,6.5
6,0.72,1.0127,0.5,0.13,2.0,0.4,-1.6,2.9
8,0.74,1.008,0.27,0.02,0.4,5.0,1.4,7.2
7,0.8,1.0176,0.12,0.02,0.0,3.0,1.2,4.1
8,0.84,1.0161,0.21,0.81,0.0,3.6,0.8,6.4
8,0.92,1.0159,0.19,0.61,0.0,1.1,-0.3,3.3
4,0.8,1.0311,0.63,0.0,2.7,-0.9,-3.3,1.3
0,0.77,1.0335,0.79,0.0,7.7,-2.9,-6.3,0.2
0,0.84,1.0348,0.77,0.0,6.9,-5.5,-9.5,-1.0
0,0.82,1.0309,0.8,0.0,7.1,-5.9,-8.6,-2.2
5,0.86,1.0305,0.39,0.0,0.0,-4.0,-8.3,-0.1
7,0.9,1.035,0.47,0.0,0.2,2.0,-0.6,4.1
3,0.88,1.0412,0.76,0.0,5.4,-1.1,-3.5,1.5
2,0.87,1.0417,0.81,0.0,7.0,-2.9,-4.8,0.3
2,0.82,1.0391,0.8,0.0,7.2,-3.6,-6.2,-0.4
0,0.83,1.0391,0.84,0.0,6.8,-4.4,-6.8,-0.4
0,0.82,1.0406,0.88,0.0,7.7,-4.0,-7.3,1.0
0,0.78,1.0411,0.89,0.0,7.8,-2.6,-6.3,2.1
0,0.78,1.0392,0.92,0.0,8.2,-1.4,-5.8,4.1
6,0.86,1.0216,0.36,1.13,0.2,-0.3,-5.1,3.6
8,0.85,1.0023,0.35,0.29,0.3,3.9,1.4,6.7
5,0.79,1.0137,0.64,0.06,3.0,1.3,-0.2,3.3
8,0.88,1.0248,0.14,0.45,0.0,3.8,2.0,6.4
8,0.88,1.0313,0.19,0.0,0.0,6.6,4.4,9.3
8,0.87,1.0294,0.18,0.0,0.0,6.7,4.7,8.0
3,0.84,1.0192,1.01,0.0,6.9,4.3,-0.3,9.7
7,0.76,1.0229,0.45,0.04,1.2,3.7,1.2,5.9
5,0.79,1.0268,0.7,0.0,2.9,0.6,-1.7,4.2
2,0.74,1.0207,0.8,0.0,3.5,-1.4,-3.8,2.1
0,0.56,1.0224,1.16,0.0,9.0,-1.1,-4.1,2.8
0,0.68,1.0251,1.16,0.0,8.5,-1.7,-6.1,3.8
3,0.73,1.024,1.13,0.0,8.6,-1.6,-5.8,4.8
1,0.8,1.0237,1.09,0.0,8.1,-2.1,-6.9,2.5
8,0.78,1.0242,0.55,0.0,0.1,-1.7,-4.8,1.3
8,0.69,1.0182,0.58,0.0,1.3,-0.2,-1.8,2.2
8,0.83,1.0164,0.25,0.0,0.0,-1.5,-2.5,0.2
6,0.72,1.0186,0.64,0.04,0.8,-1.7,-2.6,0.5
7,0.8,1.0214,0.69,0.01,0.8,-1.8,-3.4,1.1
3,0.78,1.0171,1.23,0.0,7.1,-2.1,-6.2,2.2
6,0.74,1.0166,1.18,0.16,6.9,-0.5,-3.7,4.2
4,0.81,1.0199,1.09,0.0,5.9,0.4,-1.8,4.4
6,0.89,1.0262,0.66,0.0,0.0,-1.0,-2.8,1.4
6,0.8,1.0247,0.63,0.0,0.0,0.6,-1.0,4.3
2,0.63,1.0179,1.28,0.0,7.2,1.1,-3.7,5.8
8,0.75,1.013,0.25,0.78,0.0,1.2,-0.2,2.6
6,0.85,1.0151,0.69,0.42,0.6,4.7,1.9,9.1
7,0.84,1.0115,1.07,0.18,3.6,5.9,2.9,12.4
8,0.94,1.0055,0.26,1.84,0.0,3.4,0.7,5.2
8,0.95,1.0136,0.18,0.67,0.0,2.9,1.8,4.2
7,0.85,1.0173,0.61,0.0,0.4,3.4,1.2,6.9
7,0.87,1.0167,0.59,0.23,0.0,4.6,0.4,8.8
7,0.74,1.0211,1.34,0.0,5.3,9.8,5.6,15.6
8,0.77,1.0194,0.29,0.41,0.3,10.2,7.3,13.6
7,0.64,1.0234,0.39,0.0,0.0,13.1,11.2,14.5
8,0.81,1.0215,0.32,0.09,0.1,12.9,10.5,16.3
8,0.71,1.0129,0.37,0.12,0.0,14.1,10.0,20.5
8,0.84,1.0083,0.24,1.26,0.0,10.9,8.1,13.3
7,0.74,1.0079,1.09,0.5,3.2,8.4,5.6,12.6
6,0.64,1.0105,1.05,0.0,3.5,7.5,4.5,10.8
7,0.81,1.0126,0.78,0.19,0.5,5.4,2.6,8.6
7,0.86,1.0145,0.82,0.13,1.1,4.7,2.9,8.8
7,0.88,1.0135,0.66,0.32,0.1,2.5,0.5,5.2
6,0.85,1.015,0.88,0.04,1.7,1.5,-0.1,4.4
5,0.67,1.0146,1.81,0.0,8.5,4.3,-0.6,10.6
7,0.62,1.0107,1.4,0.0,3.0,7.6,1.5,14.2
2,0.57,1.0122,1.84,0.0,9.3,10.6,3.3,18.2
7,0.63,1.0081,0.97,0.0,4.2,10.2,5.3,14.8
7,0.68,1.0115,0.72,0.38,0.1,12.0,8.0,15.7
7,0.64,1.0144,1.11,0.06,2.3,14.7,12.1,18.6
5,0.68,1.014,1.58,0.32,5.6,17.2,13.0,22.7
7,0.78,1.0157,0.99,1.63,2.7,12.4,7.5,16.8
4,0.6,1.0157,1.99,0.0,9.1,10.5,3.6,16.8
6,0.58,1.0087,1.82,0.0,7.4,12.2,5.3,19.6
3,0.68,1.0047,1.85,0.02,8.2,13.8,8.4,20.4
8,0.83,1.012,0.55,0.24,0.0,10.9,8.4,12.7
8,0.92,1.0102,0.35,0.0,0.0,10.3,9.3,12.2
8,0.89,1.0123,0.34,0.0,0.0,11.3,10.4,12.9
8,0.85,1.0149,0.92,0.0,0.0,12.1,9.9,15.0
8,0.84,1.0187,0.7,0.0,0.0,13.3,11.3,16.5
8,0.84,1.0201,1.02,0.04,0.0,12.6,9.1,16.7
8,0.78,1.0196,0.6,0.01,0.0,7.3,5.8,9.0
8,0.8,1.0187,1.22,0.12,1.9,9.4,5.3,14.9
5,0.66,1.0212,1.86,0.01,8.0,13.9,6.8,20.4
7,0.7,1.0228,1.0,0.0,0.5,14.1,9.8,20.2
5,0.71,1.0235,1.92,0.0,9.6,13.8,6.9,20.7
1,0.6,1.0195,2.22,0.01,10.9,15.7,6.8,23.2
8,0.66,1.0153,1.09,0.07,0.8,16.1,11.9,20.5
7,0.76,1.0181,1.84,0.28,6.3,16.4,11.4,23.0
5,0.76,1.0213,1.82,0.0,5.3,15.7,10.5,22.4
6,0.75,1.0209,1.94,0.0,7.5,15.5,9.9,21.4
3,0.67,1.0201,2.04,0.2,9.2,14.2,8.7,20.4
1,0.62,1.0155,2.2,0.0,9.8,13.1,8.1,19.8
0,0.42,1.0151,2.63,0.0,12.6,8.4,3.4,14.1
2,0.43,1.0188,2.58,0.0,11.1,5.5,0.7,10.9
8,0.61,1.0175,1.59,0.0,1.6,4.2,-1.3,9.3
6,0.63,1.0188,1.82,0.0,3.9,6.5,0.6,12.4
0,0.59,1.0229,2.43,0.0,11.5,7.0,0.2,14.5
1,0.61,1.0185,2.52,0.0,11.5,6.4,0.5,13.2
2,0.62,1.0128,2.57,0.0,12.0,6.0,-0.8,13.9
2,0.62,1.0092,2.47,0.0,10.8,7.0,0.1,14.9
3,0.56,1.0078,2.57,0.0,11.1,10.8,3.6,18.0
8,0.83,1.0076,0.55,0.63,0.0,5.4,2.8,11.2
8,0.75,1.0119,0.95,0.3,0.0,4.9,3.0,7.7
8,0.84,1.02,0.64,0.14,0.5,5.1,3.3,7.8
8,0.8,1.0217,0.52,0.08,0.0,6.2,3.8,8.0
8,0.75,1.0159,1.42,0.07,1.5,10.3,5.8,15.4
8,0.82,1.0093,0.58,0.41,0.0,10.6,6.6,12.8
8,0.79,1.011,1.18,0.01,0.8,6.6,4.3,9.5
8,0.66,1.0101,1.34,0.09,1.0,7.0,3.0,11.2
7,0.78,1.0009,1.02,0.7,1.8,6.2,3.2,10.5
7,0.8,1.0095,1.07,0.5,1.3,6.6,4.8,10.2
7,0.82,1.0187,1.06,0.01,2.1,9.5,5.3,15.9
5,0.6,1.0133,2.72,0.0,10.8,14.8,3.6,23.1
7,0.74,1.0115,1.25,0.09,0.5,14.2,11.0,17.6
1,0.63,1.0066,2.72,0.0,12.5,16.7,8.9,25.1
4,0.66,1.001,2.49,0.0,9.0,16.6,7.3,23.7
7,0.79,1.0031,0.68,0.18,0.5,11.0,7.5,15.0
5,0.7,1.0074,2.3,0.05,7.1,12.2,4.9,17.8
8,0.73,1.0112,1.22,0.01,0.7,12.2,9.8,14.9
5,0.72,1.0154,1.7,0.0,3.5,13.0,9.8,16.9
5,0.73,1.0162,2.07,0.0,4.7,13.8,7.9,20.1
7,0.77,1.0152,1.93,0.94,5.1,12.7,7.9,22.1
4,0.72,1.0178,2.03,0.0,6.2,11.6,8.0,16.9
5,0.59,1.0194,2.86,0.0,13.8,15.6,7.0,23.8
6,0.58,1.021,2.62,0.0,10.9,18.4,10.5,26.2
7,0.61,1.0194,2.04,0.0,5.8,19.0,11.3,26.2
4,0.66,1.0164,2.07,0.62,6.0,19.5,14.2,26.4
6,0.79,1.0225,1.16,0.02,0.8,13.6,10.3,17.9
6,0.66,1.0191,2.68,1.21,8.9,15.1,8.5,21.0
7,0.79,1.0162,1.29,0.46,1.6,13.0,10.6,16.7
8,0.94,1.0116,0.33,5.02,0.0,10.4,8.2,11.8
8,0.93,1.0097,0.5,2.42,0.0,9.2,8.0,10.7
8,0.81,1.0126,1.44,0.19,2.9,10.6,8.6,15.3
7,0.72,1.0177,1.53,0.71,2.2,12.5,8.8,16.6
7,0.83,1.0185,1.76,0.28,3.0,15.4,11.3,21.3
4,0.77,1.0174,2.13,0.0,6.2,17.5,12.8,24.2
4,0.7,1.0166,2.72,0.28,11.4,20.0,13.4,26.8
2,0.69,1.017,2.95,0.0,13.2,21.3,15.6,27.9
3,0.65,1.0157,2.76,0.0,11.6,21.0,14.8,26.8
8,0.79,1.0123,1.45,2.46,1.3,18.9,13.9,23.4
8,0.8,1.0198,0.62,0.06,0.0,12.5,10.0,15.0
2,0.65,1.0206,3.33,0.0,14.1,15.4,8.5,22.0
4,0.67,1.0184,2.83,0.0,6.9,17.8,11.0,23.5
6,0.68,1.016,2.84,0.2,8.9,20.0,15.2,25.7
7,0.81,1.0145,1.04,0.01,0.5,18.9,16.3,22.1
8,0.77,1.0149,1.86,1.29,3.5,18.6,12.2,23.9
6,0.71,1.0229,2.25,0.0,4.0,15.8,12.2,21.0
1,0.67,1.0222,3.33,0.0,14.3,18.1,9.9,25.5
5,0.66,1.0232,2.57,0.0,7.8,20.1,13.0,26.0
7,0.72,1.0273,2.14,0.0,2.2,17.3,12.7,22.1
3,0.64,1.0246,3.33,0.0,13.6,19.3,11.3,26.8
1,0.57,1.0191,3.39,0.2,14.5,22.0,13.2,29.5
7,0.64,1.0171,2.42,0.0,6.4,18.8,12.7,22.2
8,0.68,1.0192,1.78,0.19,0.6,12.9,9.0,16.3
8,0.84,1.0226,0.71,0.11,0.5,9.9,8.7,11.9
8,0.72,1.0225,1.38,0.0,0.0,10.8,7.7,14.2
8,0.64,1.0209,1.93,0.0,0.1,12.1,6.0,17.0
8,0.83,1.021,0.81,0.1,0.2,11.3,8.6,14.1
7,0.79,1.0215,1.83,0.08,2.2,11.0,7.8,15.8
7,0.77,1.0175,0.97,0.0,0.2,13.9,9.9,18.8
3,0.69,1.0143,2.84,0.0,9.2,15.7,8.7,22.3
7,0.73,1.0132,2.26,0.55,5.1,16.1,9.8,22.8
7,0.82,1.0116,1.86,0.09,3.9,15.5,12.0,19.9
4,0.75,1.0139,2.55,0.16,6.9,17.1,11.5,24.9
8,0.88,1.0109,0.82,0.37,0.0,16.2,12.2,19.5
5,0.63,1.0213,2.27,0.0,4.8,13.0,8.5,17.2
7,0.7,1.0236,1.66,0.0,1.5,11.5,7.2,16.6
1,0.65,1.018,3.19,0.0,12.2,15.3,7.4,22.3
3,0.62,1.0103,3.08,0.57,11.2,19.8,10.0,28.3
8,0.89,1.0138,0.41,1.72,0.5,14.7,11.7,17.3
6,0.68,1.023,2.21,0.0,3.8,16.0,10.7,21.3
6,0.69,1.0224,2.97,0.0,8.5,18.0,10.9,24.1
5,0.74,1.0233,2.03,0.0,5.8,19.0,14.2,24.1
1,0.7,1.0218,3.11,0.0,12.7,19.8,13.5,26.6
3,0.66,1.0168,3.0,0.0,11.7,21.7,14.4,28.5
7,0.73,1.0138,2.09,0.02,7.5,21.7,16.8,28.2
6,0.74,1.0143,2.69,3.12,6.9,21.0,16.3,27.6
8,0.89,1.0179,1.07,1.35,0.0,18.5,16.5,21.8
6,0.69,1.0205,2.62,0.14,7.4,19.4,16.0,23.4
8,0.82,1.0205,0.97,0.07,0.2,16.8,12.8,20.5
7,0.75,1.0222,1.75,0.0,1.8,16.8,11.8,20.9
5,0.68,1.0214,2.4,0.0,4.5,19.3,14.9,23.8
6,0.69,1.0182,2.52,0.0,6.9,19.8,15.4,23.9
8,0.86,1.0137,0.71,1.71,0.0,16.5,12.4,19.1
8,0.93,1.0134,0.57,1.29,0.0,12.1,10.5,13.7
8,0.85,1.0201,0.48,0.19,0.0,11.8,10.7,13.5
8,0.89,1.0208,0.51,0.26,0.0,13.5,10.7,16.0
8,0.76,1.0185,1.55,0.0,1.4,17.0,14.0,19.9
7,0.75,1.0121,2.34,1.13,6.1,18.1,13.5,24.8
8,0.91,1.0117,0.46,0.55,0.0,14.9,12.4,16.8
7,0.8,1.0168,1.23,0.13,1.0,13.8,11.8,16.8
8,0.85,1.0231,1.23,0.61,1.3,12.5,10.8,16.6
7,0.76,1.0269,2.0,0.04,3.5,13.8,10.8,18.0
7,0.82,1.0244,1.23,0.23,2.2,15.4,12.1,20.6
3,0.7,1.0227,2.74,0.0,10.5,16.7,11.4,22.7
1,0.67,1.0194,3.02,0.0,13.2,19.0,10.6,26.1
1,0.66,1.0191,2.99,0.0,13.0,21.0,13.5,28.1
7,0.74,1.0142,1.95,0.01,4.8,22.1,15.7,29.4
7,0.68,1.0155,1.89,0.0,3.2,21.6,17.9,25.3
8,0.75,1.0199,1.53,0.0,2.8,20.3,15.7,24.6
3,0.73,1.0263,2.56,0.06,9.2,22.0,17.9,29.1
3,0.74,1.0256,2.66,0.0,10.6,22.4,17.1,29.7
0,0.65,1.0188,2.8,0.0,13.1,23.0,16.0,30.2
3,0.66,1.0147,2.47,0.0,9.6,22.7,16.9,30.9
4,0.69,1.0161,2.48,0.0,9.3,21.8,15.9,27.6
7,0.8,1.0162,1.99,0.41,6.2,20.2,16.3,27.2
8,0.79,1.0173,1.77,0.15,2.3,18.5,15.5,23.1
8,0.86,1.0185,0.75,0.06,0.2,15.6,12.2,18.9
7,0.82,1.017,1.45,0.0,2.5,15.7,11.5,20.5
8,0.8,1.0176,1.49,0.0,1.6,17.7,14.7,22.4
5,0.78,1.0182,2.07,0.0,4.9,18.8,15.1,24.2
1,0.72,1.0188,2.43,0.0,10.2,19.8,13.5,26.3
0,0.66,1.0177,2.67,0.0,12.3,21.4,14.1,28.9
3,0.7,1.0156,2.39,0.14,9.8,21.6,15.9,28.6
7,0.66,1.0223,1.96,0.0,4.9,15.6,10.7,20.7
2,0.68,1.0226,2.6,0.0,12.5,15.1,7.8,23.0
3,0.69,1.0175,2.56,0.0,11.5,17.7,11.1,25.1
8,0.78,1.0113,0.96,0.11,1.5,15.5,11.4,21.5
6,0.77,1.0159,0.89,0.01,1.3,13.8,9.7,17.4
5,0.71,1.0196,2.1,0.01,5.2,14.7,8.4,21.7
6,0.73,1.022,1.38,0.07,3.7,14.9,8.8,18.9
6,0.69,1.0267,2.27,0.0,7.9,14.0,7.0,20.7
1,0.72,1.028,2.11,0.0,8.6,14.7,9.5,21.5
4,0.66,1.0281,2.31,0.0,7.9,15.9,8.1,23.1
4,0.72,1.0257,1.88,0.0,5.7,16.5,11.4,22.9
2,0.69,1.0202,2.45,0.0,11.0,16.4,10.0,24.5
1,0.69,1.0151,2.29,0.0,10.8,16.8,9.7,24.2
3,0.8,1.0159,1.6,0.0,5.8,16.0,11.8,22.9
4,0.75,1.0157,1.77,0.5,4.8,17.6,10.5,25.1
8,0.94,1.0187,0.3,2.61,0.0,14.5,12.9,16.5
8,0.89,1.0218,0.56,0.13,0.0,15.3,14.0,17.8
7,0.88,1.0239,1.06,0.86,0.2,14.6,12.0,19.1
5,0.76,1.0238,1.78,0.0,6.0,13.9,8.7,19.6
2,0.77,1.0233,2.01,0.0,8.9,14.7,9.2,20.0
1,0.74,1.0234,2.19,0.0,10.6,15.8,9.3,22.7
5,0.7,1.0215,2.0,0.0,9.1,17.6,10.1,25.1
7,0.79,1.022,1.05,0.82,0.1,18.7,14.6,23.7
5,0.79,1.0219,1.73,0.0,6.2,18.4,13.4,23.4
4,0.84,1.0162,1.13,0.05,3.9,15.9,11.4,20.8
8,0.88,1.0166,0.95,0.09,1.2,16.5,13.4,20.5
7,0.81,1.0163,1.53,0.51,4.5,17.9,14.2,23.6
7,0.78,1.0211,1.22,0.71,3.0,15.3,11.5,19.8
6,0.75,1.0239,1.78,0.0,6.2,13.5,9.7,18.6
8,0.89,1.0231,0.65,0.71,0.1,12.4,10.0,15.2
7,0.84,1.0206,1.32,0.1,3.4,16.6,13.7,21.2
5,0.81,1.019,1.5,0.0,5.9,16.0,11.6,20.6
5,0.8,1.0133,1.66,0.61,8.3,16.6,11.1,24.1
8,0.93,1.0143,0.37,0.81,0.0,14.4,13.6,16.4
8,0.81,1.0097,1.09,0.0,0.9,18.0,13.5,23.4
6,0.81,1.0119,0.98,0.0,1.5,18.4,15.3,22.4
6,0.83,1.0117,1.18,1.2,3.4,18.1,13.5,24.2
6,0.82,1.0199,0.8,0.0,2.5,14.1,10.1,18.0
8,0.88,1.0143,0.61,0.04,0.4,12.3,9.7,14.6
5,0.8,1.0082,1.16,0.0,3.2,14.2,10.3,18.6
7,0.87,1.0051,0.27,0.13,0.0,13.0,10.4,15.1
5,0.83,1.0103,1.27,0.37,4.3,12.2,9.7,17.0
7,0.94,1.0131,0.29,0.67,0.0,10.6,8.9,12.0
4,0.78,1.0207,1.32,0.0,5.5,11.3,6.8,16.0
3,0.78,1.0206,1.69,0.0,10.0,10.7,4.0,17.3
1,0.8,1.0102,1.68,0.03,9.5,12.1,7.0,18.1
8,0.94,1.0035,0.26,0.43,0.0,11.8,10.7,14.0
8,0.89,1.0012,0.24,0.87,0.0,10.5,7.7,13.0
6,0.67,1.0107,1.37,0.01,6.5,11.4,7.6,15.6
6,0.85,1.0131,0.66,0.0,1.1,13.5,10.6,18.5
6,0.78,1.0121,1.27,0.32,6.5,16.2,9.9,23.2
5,0.7,1.0242,1.1,0.0,5.2,13.8,7.7,17.5
1,0.76,1.0254,1.59,0.0,10.5,11.4,6.2,18.2
5,0.78,1.0169,1.01,0.07,2.8,13.6,7.9,20.8
8,0.7,1.0144,0.57,0.6,0.1,13.0,10.5,15.0
7,0.72,1.0111,0.75,0.27,1.5,11.8,7.8,16.4
8,0.87,1.0066,0.5,0.68,1.5,9.9,6.7,16.4
7,0.75,1.017,1.01,0.02,3.3,8.3,6.2,11.9
8,0.91,1.0156,0.42,1.38,0.2,6.6,3.2,8.8
7,0.78,1.009,0.38,0.41,0.0,14.3,8.4,18.0
8,0.91,1.0205,0.43,0.17,0.0,10.4,8.9,13.0
7,0.87,1.0193,0.63,0.0,0.1,11.8,9.0,16.1
7,0.82,1.0203,1.04,0.13,5.1,13.4,9.4,20.4
7,0.78,1.023,0.92,0.0,2.7,11.9,7.1,16.8
6,0.84,1.0139,0.85,1.2,2.5,10.0,6.6,14.7
8,0.87,1.0112,0.23,0.16,0.0,7.1,4.4,9.8
4,0.83,1.0137,0.66,0.11,1.9,4.6,2.1,8.2
7,0.85,1.0179,0.25,0.15,0.0,4.9,3.0,6.7
6,0.79,1.0229,0.53,0.0,0.4,4.9,1.2,7.8
8,0.9,1.014,0.33,0.49,0.1,4.0,1.0,7.2
8,0.91,1.0112,0.26,0.18,0.0,4.3,3.0,6.3
6,0.89,1.0173,0.23,0.08,0.0,4.0,1.5,6.1
7,0.82,1.0237,0.67,0.0,1.8,6.5,3.0,10.9
7,0.78,1.0215,0.45,0.99,0.1,8.7,3.3,14.5
8,0.94,1.0165,0.3,2.64,0.0,10.0,9.0,11.5
8,0.82,1.0226,0.28,0.01,0.0,13.1,10.1,15.6
7,0.84,1.0293,0.88,0.0,4.9,12.8,9.1,17.0
3,0.8,1.0292,1.0,0.0,9.0,13.1,9.3,18.6
3,0.9,1.0279,0.78,0.04,5.2,10.2,7.8,14.5
6,0.88,1.0279,0.85,0.02,6.5,10.3,7.2,17.3
8,0.94,1.028,0.15,0.0,0.0,8.0,4.4,9.4
4,0.82,1.0313,0.7,0.0,3.9,4.7,1.0,8.5
4,0.82,1.0304,0.8,0.04,4.5,2.2,-0.6,7.6
3,0.8,1.0299,0.77,0.0,4.3,-0.5,-2.9,3.3
1,0.85,1.0311,0.82,0.0,5.4,-1.2,-4.0,2.7
3,0.83,1.0347,0.82,0.0,6.3,-1.2,-3.2,2.2
6,0.77,1.0287,0.27,0.0,0.0,-0.4,-4.3,2.4
8,0.86,1.0262,0.16,0.1,0.0,3.4,1.1,5.0
8,0.84,1.03,0.31,0.0,0.2,6.2,3.9,10.1
6,0.84,1.0328,0.39,0.37,1.2,4.0,0.5,5.9
2,0.89,1.0313,0.7,0.0,4.1,0.9,-0.9,4.6
0,0.66,1.0289,0.83,0.0,8.1,0.5,-1.7,3.8
5,0.69,1.0265,0.79,0.04,7.1,1.8,-2.1,5.3
7,0.77,1.0245,0.67,0.02,4.4,6.9,2.9,11.4
8,0.92,1.026,0.19,0.14,0.0,9.1,6.9,11.6
3,0.85,1.0289,0.65,0.0,6.5,9.5,5.9,14.6
3,0.81,1.0316,0.7,0.0,6.6,8.8,3.6,15.3
3,0.8,1.0303,0.62,0.0,4.0,10.0,5.9,16.1
1,0.78,1.0239,0.65,0.1,5.6,8.7,4.1,14.7
8,0.8,1.0236,0.24,0.38,0.5,8.7,6.0,12.3
5,0.74,1.0317,0.34,0.0,1.6,2.8,0.3,6.0
5,0.76,1.0336,0.72,0.0,6.5,1.6,-1.9,5.0
5,0.82,1.0218,0.21,1.4,0.1,3.8,0.7,9.7
8,0.84,1.0132,0.29,0.9,1.1,4.1,1.8,6.6
8,0.87,1.0174,0.14,0.25,0.0,2.6,1.1,3.5
8,0.88,1.0148,0.2,1.29,0.0,3.5,1.0,7.7
7,0.87,1.0187,0.28,0.17,0.6,2.3,0.8,7.1
8,0.86,1.029,0.4,0.13,0.6,2.6,1.5,4.6
7,0.84,1.0337,0.5,0.23,3.6,1.1,-1.1,2.8
8,0.85,1.0221,0.12,0.12,0.0,2.4,-1.0,6.2
8,0.79,1.0178,0.33,0.0,0.9,2.7,1.8,5.0
8,0.82,1.0072,0.24,0.57,0.0,1.9,0.3,4.1
8,0.77,0.9991,0.16,0.18,0.0,4.7,2.5,7.2
8,0.69,0.992,0.21,1.45,0.0,7.8,2.9,11.1
8,0.93,1.0014,0.21,1.06,0.5,1.3,-0.7,3.9
8,0.81,1.0071,0.3,0.18,0.4,4.2,0.9,5.6
8,0.8,0.9966,0.12,0.52,0.1,6.8,3.0,11.1
7,0.81,1.0024,0.28,0.0,0.3,2.4,-0.8,6.4
6,0.77,1.0079,0.51,0.75,3.9,-1.5,-2.8,0.4
7,0.85,0.996,0.23,1.49,0.3,4.7,-1.2,8.9
7,0.8,0.9989,0.14,1.66,0.0,4.6,2.7,7.1
7,0.92,0.9968,0.17,1.76,0.0,2.9,0.4,10.8
6,0.87,1.0074,0.44,0.39,1.3,1.9,-1.0,6.5
8,0.93,0.9968,0.17,2.46,0.0,-0.9,-2.5,2.9
7,0.83,1.0183,0.39,0.0,2.1,-5.1,-9.1,-1.8
5,0.77,1.0196,0.58,0.07,4.4,-7.0,-10.8,-4.4
8,0.87,1.0016,0.23,0.07,0.0,-2.1,-4.9,0.1
7,0.87,0.9966,0.61,0.03,3.8,0.2,-0.7,1.7
5,0.9,0.9983,0.47,0.29,3.4,1.4,0.3,3.7
7,0.9,0.9937,0.35,0.63,2.0,2.9,1.4,4.9
8,0.83,1.0147,0.28,0.03,0.0,1.3,0.6,1.9
